,Time Stamp,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z, Patient ID,Unnamed: 0,Patient ID,Unnamed: 0.1,Acc_x ,Time Stamp 
17,166.0156,-5.2864,-6.359,8.207323,0.893233,0.153491,-0.74187,,,,,,
18,175.7813,-5.5737,-6.68461,8.24563,1.07657,0.31551,-0.87192,,,,,,
19,185.5469,-5.8227,-6.74207,8.101978,1.637239,0.466869,-0.7973,,,,,,
20,195.3125,-6.33985,-6.42604,8.45632,2.089185,-0.03198,-0.11299,,,,,,
21,205.0781,-6.18662,-5.95677,9.241618,2.208568,0.100196,-0.09167,,,,,,
22,214.8438,-6.39731,-5.74608,9.414001,2.001781,0.296323,-0.09167,,,,,,
23,224.6094,-6.11958,-5.77481,8.820239,1.628712,0.326169,0.110855,,,,,,
24,234.375,-6.12916,-5.54497,8.599972,1.10002,0.238764,0.059691,,,,,,
25,244.1406,-5.99508,-5.50666,8.446743,0.185469,0.494583,0.112987,,,,,,
26,253.9063,-6.7325,-5.40132,8.647856,-0.57772,0.443419,0.225973,,,,,,
27,263.6719,-7.17303,-5.35344,8.073248,-1.24498,0.387992,0.394387,,,,,,
28,273.4375,-7.39329,-5.0374,7.240066,-1.89306,0.76106,0.735479,,,,,,
29,283.2031,-7.85298,-3.62961,5.324704,-2.47078,1.279093,1.259907,,,,,,
30,292.9688,-7.8051,-2.59532,4.596867,-3.1018,1.637239,1.637239,,,,,,
31,302.7344,-6.47392,-0.87149,3.849876,-3.72003,1.829103,0.462605,,,,,,
32,312.5,-6.02381,0.775721,4.328716,-4.94796,2.84385,-1.43472,,,,,,
33,322.2656,-6.87615,-3.78284,3.667917,-6.47434,3.598515,-3.13591,,,,,,
34,332.0313,-7.88171,-7.60398,2.403778,-6.14391,3.447156,-3.25316,,,,,,
35,341.7969,-9.14585,-10.2568,2.06859,-4.34679,3.155097,-2.7266,,,,,,
36,351.5625,-10.2185,-10.5249,2.882619,-2.51981,2.952573,-1.88879,,,,,,
37,361.3281,-10.2376,-8.92558,3.744531,-0.19826,2.411091,-1.37503,,,,,,
38,371.0938,-8.59997,-7.22091,4.395754,1.632976,2.05934,-1.16824,,,,,,
39,380.8594,-7.20176,-6.51223,3.983952,2.551791,1.91864,-1.47948,,,,,,
40,390.625,-5.99508,-5.85143,3.754108,2.85451,2.287445,-1.5477,,,,,,
41,400.3906,-5.54497,-5.2864,3.878607,2.8204,2.502759,-1.33665,,,,,,
42,410.1563,-4.11803,-4.80756,4.769249,3.20626,2.794819,-1.15971,,,,,,
43,419.9219,-2.30801,-3.40934,5.707777,3.647547,2.564582,-1.58394,,,,,,
44,429.6875,-1.63763,-3.39977,6.426037,3.93108,2.630668,-1.3132,,,,,,
45,439.4531,-0.59376,-4.76925,6.253654,4.182634,2.850246,-1.3196,,,,,,
46,449.2188,-1.15879,-3.12204,5.669469,4.131471,2.956837,-1.36863,,,,,,
47,458.9844,-1.71425,-2.14521,5.200206,3.61557,2.926991,-1.35158,,,,,,
48,468.75,-1.92494,-1.4461,5.066131,3.035714,2.865169,-1.17037,,,,,,
49,478.5156,-1.64721,-1.12049,5.410896,3.061296,2.856641,-0.55854,,,,,,
50,488.2813,-0.72784,0.277727,6.071695,3.08901,2.895014,0.055427,,,,,,
51,498.0469,-0.05746,0.105345,6.263231,3.06556,3.078351,0.29206,,,,,,
52,507.8125,-0.02873,0.21069,6.722918,2.511286,3.06556,-0.03837,,,,,,
53,517.5781,-0.02873,0.306458,7.086837,2.353531,3.067692,-0.40078,,,,,,
54,527.3438,0.641646,1.915361,6.742072,4.033407,2.99521,-1.44324,,,,,,
55,537.1094,0.134075,4.003105,8.034941,5.832664,2.976023,-2.24055,,,,,,
56,546.875,0.363919,1.11091,9.758766,6.216393,0.648074,-2.28958,,,,,,
57,556.6406,1.752556,-0.21069,9.701304,3.988639,-1.58181,-2.27892,,,,,,
58,566.4063,-0.89064,2.260126,12.81377,2.775632,-0.59478,-1.15758,,,,,,
59,576.1719,-0.58419,2.03986,13.16811,2.990946,0.722688,0.880442,,,,,,
60,585.9375,0.076614,2.231396,11.59751,3.270215,0.249423,2.560318,,,,,,
61,595.7031,-0.29688,2.346318,11.58794,2.786291,0.332564,2.969628,,,,,,
62,605.4688,-2.07817,1.810016,13.07234,1.707589,0.332564,2.539,,,,,,
63,615.2344,-2.70066,1.541866,12.20085,1.910112,-0.03198,2.212831,,,,,,
64,625.0,-3.07416,1.292869,12.68927,1.590339,-0.06822,1.963408,,,,,,
65,634.7656,-3.32315,1.493982,12.95742,1.507198,0.025582,1.999649,,,,,,
66,644.5313,-2.87304,1.781286,12.31577,-1.54557,1.413398,1.526384,,,,,,
67,654.2969,-0.60334,2.528277,14.46098,-3.75414,1.897322,2.370586,,,,,,
68,664.0625,-1.65679,1.848324,12.54562,-3.82023,1.294016,3.613438,,,,,,
69,673.8281,-2.81558,1.225831,12.88081,-3.49192,0.758929,3.764797,,,,,,
70,683.5938,-3.57215,0.670376,12.99573,-3.11886,0.055427,3.427969,,,,,,
71,693.3594,-5.46836,-2.05901,12.11466,-2.60722,-0.65873,2.579504,,,,,,
72,703.125,-5.74608,-2.37505,11.08037,-2.16806,-1.08083,1.907981,,,,,,
73,712.8906,-5.76524,-2.26013,10.25676,-1.82271,-1.32386,1.366498,,,,,,
74,722.6563,-5.60243,-2.06859,9.873688,-1.62658,-1.37076,1.055252,,,,,,
75,732.4219,-5.22894,-1.64721,9.500192,-1.62445,-1.20235,1.155447,,,,,,
76,742.1875,-5.15232,-1.54187,9.586383,-1.52425,-0.98064,1.082965,,,,,,
77,751.9531,-5.14275,-1.30245,9.691728,-1.60953,-0.80796,1.104284,,,,,,
78,761.7188,-4.98952,-1.21625,9.662997,-1.64577,-1.17463,1.044593,,,,,,
79,771.4844,-4.8746,-0.92895,9.203311,-1.65643,-1.32386,1.055252,,,,,,
80,781.25,-4.80756,-0.93853,8.801085,-1.60313,-1.48588,1.055252,,,,,,
81,791.0156,-4.92248,-0.9098,8.360552,-1.29615,-1.73744,1.155447,,,,,,
82,800.7813,-4.97994,-0.96726,7.805097,-0.99343,-1.89945,1.125602,,,,,,
83,810.5469,-5.53539,-1.37906,7.211335,-0.68645,-1.73744,1.296148,,,,,,
84,820.3125,-5.72693,-1.41737,7.307103,-0.50311,-1.45177,1.251379,,,,,,
85,830.0781,-5.86101,-1.1971,7.651868,-0.7035,-0.90389,1.306807,,,,,,
86,839.8438,-5.66947,-0.76615,7.671022,-1.23219,-0.41144,1.590339,,,,,,
87,849.6094,-4.7884,-0.18196,8.015787,-1.38568,0.144964,2.097713,,,,,,
88,859.375,-4.35745,0.038307,7.565677,-1.86748,0.599042,3.067692,,,,,,
89,869.1406,-4.07014,0.095768,7.058106,-2.36845,1.281225,4.267908,,,,,,
90,878.9063,-4.82671,0.497994,6.780379,-2.48357,1.899453,5.152614,,,,,,
91,888.6719,-2.19309,-0.04788,6.8953,-2.22775,2.249072,5.331686,,,,,,
92,898.4375,-3.32315,1.513135,6.607996,4.28283,-4.79447,4.811522,,,,,,
93,908.2031,-16.5008,-2.07817,12.69885,2.735128,-6.96893,3.359751,,,,,,
94,917.9688,-3.15077,2.75812,10.27591,2.457991,-7.35265,2.782027,,,,,,
95,927.7344,-4.53941,0.009577,7.94875,2.116899,-5.88809,2.747918,,,,,,
96,937.5,-6.22492,0.316035,8.264784,2.381245,-7.09044,2.711678,,,,,,
97,947.2656,-11.9231,-0.31604,13.95341,0.701369,-9.14978,2.579504,,,,,,
98,957.0313,-4.65433,-3.92649,9.279925,-0.24729,-7.91332,1.304675,,,,,,
99,966.7969,-6.39731,0.699107,10.59195,-0.37946,-4.46404,0.564933,,,,,,
100,976.5625,-1.36948,0.009577,18.28212,-0.05543,-2.79482,0.006395,,,,,,
101,986.3281,-0.89064,-1.18752,9.911995,0.147096,-3.8586,0.100196,,,,,,
102,996.0938,-1.49398,0.411803,9.260772,0.31551,-4.30841,0.008527,,,,,,
103,1005.859,-0.56503,1.867477,7.79552,-0.24516,-7.06273,-0.40505,,,,,,
104,1015.625,1.608904,-1.83875,25.08166,-0.40078,-0.36881,0.394387,,,,,,
105,1025.391,2.5187,0.593762,15.70596,1.204479,2.229886,0.45621,,,,,,
106,1035.156,0.995988,-0.23942,4.10845,-0.76106,3.308588,0.822883,,,,,,
107,1044.922,3.639186,1.043872,12.45943,0.181205,0.219578,-0.02345,,,,,,
108,1054.688,-1.30245,0.181959,3.552995,-0.24942,-0.79943,-0.02558,,,,,,
109,1064.453,-0.85234,0.861913,7.268796,0.270741,-0.71842,0.072482,,,,,,
110,1074.219,1.11091,-0.5363,16.59661,0.100196,0.575592,0.061823,,,,,,
111,1083.984,0.909797,0.670376,9.787497,-0.34322,0.871915,-0.02345,,,,,,
112,1093.75,-1.62806,-0.04788,9.902418,0.232369,-0.77812,0.027714,,,,,,
113,1103.516,-0.26815,0.02873,8.609549,-0.24729,-0.15349,-0.02558,,,,,,
114,1113.281,0.842759,0.469264,11.12825,-0.0533,0.79517,-0.02345,,,,,,
115,1123.047,0.229843,0.02873,11.70286,0.2345,-0.45195,-0.04051,,,,,,
116,1132.813,0.076614,0.296881,10.11311,0.057559,-0.12365,-0.02345,,,,,,
117,1142.578,0.679953,0.296881,11.30063,-0.10872,0.417837,-0.07888,,,,,,
118,1152.344,-0.40223,0.134075,9.557652,0.151359,-0.32404,0.121514,,,,,,
119,1162.109,-0.92895,0.047884,9.165004,-0.01066,0.119382,0.089537,,,,,,
120,1171.875,0.201113,0.23942,10.25676,-0.08101,0.260082,0.057559,,,,,,
121,1181.641,-0.92895,0.019154,9.548076,0.017055,-0.26435,-0.03837,,,,,,
122,1191.406,0.095768,0.287304,9.816227,-0.10872,0.383728,0.057559,,,,,,
123,1201.172,0.316035,0.306458,10.37168,0.034109,-0.07888,0.014923,,,,,,
124,1210.938,-0.14365,0.191536,9.65342,-0.00426,-0.03411,-0.0533,,,,,,
125,1220.703,0.296881,0.325611,10.41957,-0.05116,0.16415,0.053296,,,,,,
126,1230.469,-0.54588,0.067038,9.758766,0.055427,-0.21745,0.021318,,,,,,
127,1240.234,-0.21069,0.191536,9.65342,-0.09806,0.215314,0.044768,,,,,,
128,1250.0,0.21069,0.316035,10.3621,-0.06396,-0.13644,-0.04051,,,,,,
129,1259.766,-0.25857,0.181959,9.691728,0.134305,0.078877,-0.01279,,,,,,
130,1269.531,0.143652,0.296881,10.27591,0.017055,0.100196,0.014923,,,,,,
131,1279.297,-0.36392,0.153229,9.844957,0.091668,-0.13217,0.017055,,,,,,
132,1289.063,-0.249,0.181959,9.739613,-0.04477,0.189732,-0.03837,,,,,,
133,1298.828,-0.32561,0.124498,9.854534,-0.00853,-0.06182,0.021318,,,,,,
134,1308.594,-0.26815,0.191536,9.797073,-0.05543,0.044768,-0.07248,,,,,,
135,1318.359,0.0,0.268151,10.14184,-0.05756,0.078877,-0.09806,,,,,,
136,1328.125,-0.29688,0.143652,9.844957,-0.12365,-0.13217,0.004264,,,,,,
137,1337.891,-0.00958,0.258574,10.11311,0.012791,0.130041,0.002132,,,,,,
138,1347.656,-0.29688,0.172383,9.883265,-0.01066,-0.07461,-0.02558,,,,,,
139,1357.422,-0.26815,0.181959,9.80665,-0.05969,-0.03198,-0.03624,,,,,,
140,1367.188,-0.06704,0.229843,10.06522,0.055427,0.010659,-0.02345,,,,,,
141,1376.953,-0.25857,0.181959,9.844957,-0.07035,0.014923,-0.01279,,,,,,
142,1386.719,-0.09577,0.220267,10.04607,-0.01066,-0.02132,0.078877,,,,,,
143,1396.484,-0.26815,0.181959,9.902418,0.081009,0.095932,-0.03837,,,,,,
144,1406.25,-0.26815,0.201113,9.854534,0.021318,-0.05969,0.008527,,,,,,
145,1416.016,-0.2873,0.181959,9.911995,0.042636,0.0,-0.04903,,,,,,
146,1425.781,-0.26815,0.181959,9.873688,0.078877,0.049032,0.083141,,,,,,
147,1435.547,-0.13408,0.220267,10.01734,-0.05969,-0.03624,-0.08741,,,,,,
148,1445.313,-0.27773,0.162806,9.892841,-0.07675,0.038373,0.0,,,,,,
149,1455.078,-0.1245,0.220267,10.00776,-0.03411,0.012791,-0.03837,,,,,,
150,1464.844,-0.26815,0.21069,9.921572,0.085273,-0.00213,-0.0469,,,,,,
151,1474.609,-0.26815,0.201113,9.873688,-0.03624,0.008527,0.021318,,,,,,
152,1484.375,-0.17238,0.201113,9.988609,0.002132,0.042636,-0.04477,,,,,,
153,1494.141,-0.26815,0.220267,9.902418,-0.04477,-0.01066,-0.05756,,,,,,
154,1503.906,-0.20111,0.201113,9.969456,0.044768,0.087405,0.02345,,,,,,
155,1513.672,-0.25857,0.172383,9.921572,-0.05116,-0.04264,-0.11725,,,,,,
156,1523.438,-0.23942,0.191536,9.911995,-0.05756,-0.08101,-0.01706,,,,,,
157,1533.203,-0.18196,0.201113,9.959879,-0.05116,0.002132,0.074614,,,,,,
158,1542.969,-0.249,0.23942,9.911995,0.121514,-0.07461,-0.03411,,,,,,
159,1552.734,-0.20111,0.220267,9.988609,0.051164,0.038373,0.078877,,,,,,
160,1562.5,-0.25857,0.21069,9.931149,-0.05756,-0.03411,-0.04903,,,,,,
161,1572.266,-0.23942,0.21069,9.902418,-0.0469,-0.03198,0.012791,,,,,,
162,1582.031,-0.23942,0.23942,9.911995,-0.01492,0.004264,0.055427,,,,,,
163,1591.797,-0.249,0.201113,9.921572,-0.15989,-0.01919,0.036241,,,,,,
164,1601.563,-0.21069,0.229843,9.969456,0.07035,0.081009,0.074614,,,,,,
165,1611.328,-0.23942,0.201113,9.911995,-0.03624,-0.04051,-0.08527,,,,,,
166,1621.094,-0.22027,0.201113,9.959879,-0.09593,-0.01492,-0.03411,,,,,,
167,1630.859,-0.249,0.191536,9.931149,-0.05756,-0.03624,-0.02345,,,,,,
168,1640.625,-0.249,0.21069,9.902418,-0.02345,0.036241,-0.03411,,,,,,
169,1650.391,-0.22027,0.181959,9.940725,0.1407,-0.06609,0.019186,,,,,,
170,1660.156,-0.21069,0.191536,9.902418,-0.05543,-0.03198,0.014923,,,,,,
171,1669.922,-0.22984,0.201113,9.940725,-0.02345,0.017055,-0.0469,,,,,,
172,1679.688,-0.23942,0.191536,9.931149,0.085273,-0.03837,-0.01492,,,,,,
173,1689.453,-0.23942,0.201113,9.911995,-0.12151,-0.03198,-0.13004,,,,,,
174,1699.219,-0.22984,0.21069,9.959879,-0.03624,-0.05756,0.089537,,,,,,
175,1708.984,-0.249,0.220267,9.931149,-0.0064,0.078877,0.051164,,,,,,
176,1718.75,-0.23942,0.191536,9.950302,-0.12791,0.010659,-0.03624,,,,,,
177,1728.516,-0.22984,0.21069,9.950302,-0.02558,0.057559,0.098064,,,,,,
178,1738.281,-0.22984,0.201113,9.931149,-0.08101,0.0,0.038373,,,,,,
179,1748.047,-0.23942,0.21069,9.940725,-0.00213,-0.05116,-0.07248,,,,,,
180,1757.813,-0.22027,0.21069,9.940725,0.076746,0.008527,0.040505,,,,,,
181,1767.578,-0.22027,0.201113,9.921572,0.002132,0.081009,0.025582,,,,,,
182,1777.344,-0.249,0.191536,9.921572,-0.06182,-0.04903,-0.03198,,,,,,
183,1787.109,-0.22984,0.21069,9.931149,-0.12365,-0.01919,-0.04264,,,,,,
184,1796.875,-0.23942,0.191536,9.940725,0.027714,-0.08101,-0.08741,,,,,,
185,1806.641,-0.22984,0.21069,9.911995,0.049032,0.083141,0.110855,,,,,,
186,1816.406,-0.23942,0.229843,9.969456,-0.11725,0.008527,-0.07675,,,,,,
187,1826.172,-0.22027,0.201113,9.911995,-0.04477,-0.01279,0.038373,,,,,,
188,1835.938,-0.22984,0.201113,9.921572,0.006395,-0.0938,-0.10659,,,,,,
189,1845.703,-0.22984,0.191536,9.940725,0.083141,0.078877,-0.03198,,,,,,
190,1855.469,-0.22984,0.191536,9.931149,0.021318,-0.01492,-0.01492,,,,,,
191,1865.234,-0.22984,0.21069,9.921572,-0.00853,0.038373,-0.0064,,,,,,
192,1875.0,-0.23942,0.201113,9.931149,0.025582,-0.00213,-0.0533,,,,,,
193,1884.766,-0.22027,0.191536,9.931149,-0.0064,0.010659,0.057559,,,,,,
194,1894.531,-0.22027,0.191536,9.950302,-0.02558,0.0,0.021318,,,,,,
195,1904.297,-0.25857,0.191536,9.921572,-0.03411,-0.08101,-0.03624,,,,,,
196,1914.063,-0.22984,0.191536,9.950302,-0.06182,-0.07461,-0.02558,,,,,,
197,1923.828,-0.23942,0.191536,9.931149,-0.07248,-0.08314,-0.01706,,,,,,
198,1933.594,-0.23942,0.201113,9.959879,0.036241,0.076746,0.025582,,,,,,
0,0.0,1.35033,-0.62249,6.253654,-0.42104,1.168238,0.851663, R445,,,,,
1,9.765625,2.576161,0.344765,6.569689,-0.90176,1.554098,0.812224,,,,,,
2,19.53125,3.265691,0.497994,7.441179,-1.02754,1.522121,0.463671,,,,,,
3,29.29688,3.533842,0.890643,7.757213,-1.02754,1.522121,0.463671,,,,,,
4,39.0625,3.811569,1.283292,8.073248,-0.65021,1.589273,0.33363,,,,,,
5,48.82813,3.016694,1.532289,8.734048,-0.23237,1.588207,0.453012,,,,,,
6,58.59375,1.762132,1.187524,10.16099,0.631019,0.891102,0.753599,,,,,,
7,68.35938,1.82917,0.68953,9.921572,1.265236,0.0469,1.107482,,,,,,
8,78.125,2.106897,0.45011,10.03649,1.362234,-0.66939,1.565823,,,,,,
9,87.89063,2.365471,0.45011,10.75475,1.285489,-1.46243,2.109438,,,,,,
10,97.65625,3.074155,-0.33519,11.12825,1.281225,-2.87583,2.553923,,,,,,
11,107.4219,2.844311,-1.78129,9.126697,1.233259,-3.96839,2.513418,,,,,,
12,117.1875,2.442086,-3.33273,8.839393,0.823949,-3.41198,2.019901,,,,,,
13,126.9531,2.691083,-2.37505,8.676586,0.50311,-2.51129,1.766214,,,,,,
14,136.7188,3.974375,0.421379,8.542511,-0.06289,-2.04122,1.441112,,,,,,
15,146.4844,5.200206,0.852336,8.169016,0.01812,-1.75129,1.272698,,,,,,
16,156.25,5.544971,0.545878,8.341398,0.186534,-1.52852,1.335587,,,,,,
17,166.0156,5.420473,0.670376,6.38773,0.904958,-0.36134,1.557296,,,,,,
18,175.7813,2.557007,-0.5363,8.504204,1.209809,-0.0437,1.949551,,,,,,
19,185.5469,4.003105,-1.81002,7.441179,-0.08741,-0.92095,1.34518,,,,,,
20,195.3125,4.453215,-1.87705,7.307103,-0.19719,-0.56493,0.166282,,,,,,
21,205.0781,3.696647,-1.0343,7.565677,0.157755,0.091668,-0.36241,,,,,,
22,214.8438,3.840299,0.363919,9.021352,0.418903,0.798367,-0.36028,,,,,,
23,224.6094,3.830723,0.536301,8.935161,0.592647,0.976374,0.513769,,,,,,
24,234.375,5.085284,-0.9481,9.069236,0.545746,1.026472,0.505242,,,,,,
25,244.1406,4.616021,-0.69911,9.461884,0.540417,0.74294,-0.17161,,,,,,
26,253.9063,4.232948,0.038307,9.394847,0.55001,0.788774,-0.45301,,,,,,
27,263.6719,4.098873,0.191536,9.193734,0.408244,1.15225,-0.30272,,,,,,
28,273.4375,3.945644,-0.01915,9.442731,0.296323,1.384618,-0.09913,,,,,,
29,283.2031,4.003105,0.095768,9.538499,0.200391,1.376091,-0.05863,,,,,,
30,292.9688,3.974375,0.440533,9.35654,0.033043,1.310005,-0.06289,,,,,,
31,302.7344,3.782839,0.574608,9.193734,0.033043,1.310005,-0.06289,,,,,,
32,312.5,3.600879,0.708684,9.040505,-0.27074,1.192754,-0.01599,,,,,,
33,322.2656,3.246537,0.6608,9.040505,-0.58199,1.001956,0.043702,,,,,,
34,332.0313,3.217807,0.507571,9.682151,-0.80903,0.669392,0.024516,,,,,,
35,341.7969,3.811569,0.105345,9.883265,-1.06911,0.102327,-0.04903,,,,,,
36,351.5625,2.403778,-0.7853,9.193734,-0.96465,-0.38479,0.150293,,,,,,
37,361.3281,2.75812,-0.26815,9.222465,-0.43702,-0.54575,0.398651,,,,,,
38,371.0938,3.65834,0.009577,8.868123,0.069284,-0.44022,0.430628,,,,,,
39,380.8594,3.86903,-0.3735,8.580818,0.440221,-0.1002,0.460474,,,,,,
40,390.625,3.811569,0.632069,8.734048,0.457276,0.215314,0.564933,,,,,,
41,400.3906,4.750096,1.733402,8.647856,-0.23024,0.326169,0.822883,,,,,,
42,410.1563,4.539406,1.666364,8.2169,-1.24285,0.377332,1.194886,,,,,,
43,419.9219,3.035848,0.746991,7.776367,-1.87067,0.40398,1.65003,,,,,,
44,429.6875,2.106897,-1.74298,7.096414,-1.37822,0.642744,1.903717,,,,,,
45,439.4531,2.087744,-1.70467,9.270349,-0.44768,0.76106,1.88986,,,,,,
46,449.2188,2.154781,-1.71425,9.921572,-0.45834,0.2345,1.849356,,,,,,
47,458.9844,3.007117,-1.77171,11.12825,-1.02541,-0.46794,1.867476,,,,,,
48,468.75,3.246537,-2.1069,10.72602,-1.4539,-1.53811,1.659623,,,,,,
49,478.5156,3.112462,-3.03585,10.21845,-1.34838,-2.13822,1.408068,,,,,,
50,488.2813,0.248997,-3.80199,10.1993,-0.84207,-2.80761,1.098954,,,,,,
51,498.0469,1.953668,-4.16591,10.27591,-0.25369,-3.59105,0.97744,,,,,,
52,507.8125,4.232948,-3.75411,8.848969,0.410376,-4.09203,0.864454,,,,,,
53,517.5781,4.520253,-1.11091,6.272808,0.381596,-3.77226,0.590515,,,,,,
54,527.3438,3.754108,-1.26414,7.987057,-0.39545,-2.88116,0.686447,,,,,,
55,537.1094,3.811569,-1.01514,7.536947,-0.85806,-3.12099,1.318532,,,,,,
56,546.875,4.34787,-1.01514,6.560112,-1.4539,-3.64968,1.872805,,,,,,
57,556.6406,4.510676,-2.32716,6.320692,-2.14142,-3.60491,1.705458,,,,,,
58,566.4063,5.24809,-2.72939,6.129156,-2.59016,-3.45035,1.486946,,,,,,
59,576.1719,6.234501,-3.19865,7.469909,-2.59016,-3.45035,1.486946,,,,,,
60,585.9375,7.230489,-3.66792,8.801085,-2.82999,-3.8085,1.136261,,,,,,
61,595.7031,7.939173,-4.16591,6.770802,-2.83959,-5.45107,-0.40505,,,,,,
62,605.4688,6.59842,-3.81157,4.989516,-2.51022,-5.71009,-1.05845,,,,,,
63,615.2344,6.885724,-3.91691,4.778826,-2.48251,-5.6845,-0.87511,,,,,,
64,625.0,7.412448,-3.62003,3.907337,-2.62534,-5.60243,-0.98703,,,,,,
65,634.7656,7.613561,-2.75812,3.371036,-2.77776,-4.82218,-1.00302,,,,,,
66,644.5313,7.307103,-2.67193,3.438073,-2.79162,-3.6742,-0.78771,,,,,,
67,654.2969,7.000646,-2.81558,3.361459,-2.54966,-2.65945,-0.78131,,,,,,
68,664.0625,7.307103,-3.35188,3.20823,-2.18725,-1.86215,-0.88044,,,,,,
69,673.8281,6.081272,-4.51068,3.246537,-1.82377,-1.17037,-0.83461,,,,,,
70,683.5938,4.654328,-3.75411,3.514688,-1.43472,-0.93694,-1.06911,,,,,,
71,693.3594,6.971915,-2.69108,3.035848,-1.00729,-0.49352,-2.0636,,,,,,
72,703.125,8.571241,-2.98796,4.261679,-0.39759,-0.20146,-2.16806,,,,,,
73,712.8906,8.025364,-2.87304,4.510676,-0.21212,0.035175,-2.27039,,,,,,
74,722.6563,8.523357,-2.57616,3.89776,-0.17374,0.198259,-2.34181,,,,,,
75,732.4219,8.360552,-2.27928,3.294421,-0.23237,0.228105,-2.06254,,,,,,
76,742.1875,7.575254,-2.09732,3.045424,-0.29419,0.377332,-1.6948,,,,,,
77,751.9531,7.651868,-1.53229,3.150769,-0.24836,0.570262,-1.40167,,,,,,
78,761.7188,9.030929,-0.96726,3.371036,-0.10872,0.799433,-1.14585,,,,,,
79,771.4844,9.576806,-0.7853,3.763685,0.027714,1.117075,-0.78025,,,,,,
80,781.25,9.126697,-1.29287,4.165911,0.059691,1.223666,-0.35601,,,,,,
81,791.0156,8.00621,-1.84832,4.13718,0.085273,1.235391,-0.0437,,,,,,
82,800.7813,7.94875,-1.55144,3.936067,0.182271,1.174634,0.014923,,,,,,
83,810.5469,8.609549,-1.34075,4.165911,0.31551,1.149052,-0.07461,,,,,,
84,820.3125,9.184157,-1.33118,4.692635,0.308048,1.460298,-0.02025,,,,,,
85,830.0781,9.701304,-1.41737,5.439626,0.248357,1.946353,0.130041,,,,,,
86,839.8438,9.739613,-1.71425,5.659893,0.205721,2.89608,0.262214,,,,,,
87,849.6094,9.77792,-2.02071,5.889736,0.205721,2.89608,0.262214,,,,,,
88,859.375,9.212888,-2.6432,6.483498,0.302719,3.981178,0.231303,,,,,,
89,869.1406,7.613561,-1.35991,7.000646,0.280335,4.9842,0.086339,,,,,,
90,878.9063,4.702212,-0.04788,4.836287,0.407178,4.631383,0.213182,,,,,,
91,888.6719,5.707777,0.47884,8.887277,0.962518,2.732996,0.232369,,,,,,
92,898.4375,10.37168,-1.52271,2.595315,0.800499,2.737259,0.058625,,,,,,
93,908.2031,6.86657,-1.35033,6.646304,1.430452,1.821642,0.489253,,,,,,
94,917.9688,4.759673,-0.17238,7.489063,0.820751,2.590164,0.71416,,,,,,
95,927.7344,3.026271,-1.56102,7.632715,-0.26115,2.94298,0.769588,,,,,,
96,937.5,2.461239,-0.48842,8.427589,-0.58945,3.180678,0.520165,,,,,,
97,947.2656,4.52983,-0.13408,5.640739,-1.14372,3.104999,0.054361,,,,,,
98,957.0313,7.086837,-2.40378,0.507571,-0.27181,1.670282,-0.11299,,,,,,
99,966.7969,5.612009,-2.48039,6.138733,1.306807,0.114052,0.278203,,,,,,
100,976.5625,5.679046,-1.89621,7.268796,1.049922,0.741874,0.874047,,,,,,
101,986.3281,5.93762,-1.3216,7.460332,0.919881,0.965715,1.158645,,,,,,
102,996.0938,5.93762,-0.67995,7.814674,0.926277,0.880442,1.453902,,,,,,
103,1005.859,4.845864,-0.92895,7.259219,0.798367,0.635283,1.588207,,,,,,
104,1015.625,3.86903,-2.05901,6.751648,0.751467,0.281401,1.484814,,,,,,
105,1025.391,4.022259,-1.68552,7.173028,0.867652,-0.06396,1.381421,,,,,,
106,1035.156,0.785298,-2.50912,7.584831,1.094691,-0.34642,1.127734,,,,,,
107,1044.922,1.522712,-2.6432,7.422025,1.315334,-0.62782,0.302719,,,,,,
108,1054.688,5.995081,-1.95367,7.757213,1.225798,-0.7973,-0.0064,,,,,,
109,1064.453,7.450756,-0.34477,8.331821,1.082965,-0.66833,0.360278,,,,,,
110,1074.219,6.904877,-2.42293,8.513781,0.716292,-0.45195,0.530824,,,,,,
111,1083.984,7.134721,-2.806,8.283937,0.469001,-0.4221,0.814356,,,,,,
112,1093.75,7.220912,-2.29843,8.073248,0.2345,-0.47007,0.875113,,,,,,
113,1103.516,7.939173,-2.44209,8.121132,-0.0906,-0.48712,0.849531,,,,,,
114,1113.281,7.34541,-2.48997,7.97748,-0.19506,-0.30805,0.969979,,,,,,
115,1123.047,6.751648,-2.52828,7.824251,-0.19506,-0.30805,0.969979,,,,,,
116,1132.813,5.90889,-2.00155,7.920019,-0.09487,-0.29632,0.798367,,,,,,
117,1142.578,5.774814,-1.39821,8.073248,-0.03091,-0.39119,0.705633,,,,,,
118,1152.344,4.750096,-1.99198,8.801085,0.067152,-0.5692,0.855927,,,,,,
119,1162.109,6.368576,0.402226,6.473921,0.065021,-1.04459,1.015813,,,,,,
120,1171.875,6.933608,-2.25055,7.402871,-0.91988,-0.40185,0.708831,,,,,,
121,1181.641,6.579266,-4.59687,6.445191,-0.51164,0.418903,0.476462,,,,,,
122,1191.406,6.071695,-1.6951,7.393294,0.235566,1.135195,0.266478,,,,,,
123,1201.172,5.736507,-1.66636,7.546524,0.340026,1.266302,-0.00959,,,,,,
124,1210.938,6.014235,-2.16436,7.709329,0.296323,1.349443,-0.07355,,,,,,
